time,	w_est,	w_final_filt,	th_r_est,	v_qd_r.q,	v_qd_r.d,	i_qd_r_tot.q,	i_qd_r_tot.d,	i_qd_r_hf.q,	i_qd_r_hf.d,	i_qd_r.q,	i_qd_r.d
0.00965,	29.9727,	35.7505,	0.7865,	0.00257313,	-4.28267,	0.206995,	8.80329,	0.0599199,	8.97464,	0.147075,	-0.171345
0.009675,	31.4201,	35.6985,	0.788035,	-0.0050749,	-4.12368,	0.0728503,	-0.282524,	-0.0745317,	-0.19742,	0.147382,	-0.0851036
0.0097,	31.4201,	35.6985,	0.788035,	-0.0050749,	-4.12368,	0.0728503,	-0.282524,	-0.0745317,	-0.19742,	0.147382,	-0.0851036
0.009725,	44.1272,	35.6899,	0.789924,	-0.0116096,	-3.06585,	-0.0550752,	-9.31755,	-0.202328,	-9.2924,	0.147252,	-0.0251478
0.00975,	44.1272,	35.6899,	0.789924,	-0.0116096,	-3.06585,	-0.0550752,	-9.31755,	-0.202328,	-9.2924,	0.147252,	-0.0251478
0.009775,	58.2441,	35.7585,	0.792483,	-0.0156446,	-1.33981,	-0.143817,	-16.332,	-0.290362,	-16.3285,	0.146545,	-0.00349299
0.0098,	58.2441,	35.7585,	0.792483,	-0.0156446,	-1.33981,	-0.143817,	-16.332,	-0.290362,	-16.3285,	0.146545,	-0.00349299
0.009825,	61.5168,	35.8759,	0.795477,	-0.0163002,	0.678193,	-0.164988,	-19.7966,	-0.310256,	-19.7728,	0.145268,	-0.0238301
0.00985,	61.5168,	35.8759,	0.795477,	-0.0163002,	0.678193,	-0.164988,	-19.7966,	-0.310256,	-19.7728,	0.145268,	-0.0238301
0.009875,	51.7641,	35.967,	0.798309,	-0.0133853,	2.54829,	-0.120391,	-18.9552,	-0.263957,	-18.8744,	0.143566,	-0.0807193
0.0099,	51.7641,	35.967,	0.798309,	-0.0133853,	2.54829,	-0.120391,	-18.9552,	-0.263957,	-18.8744,	0.143566,	-0.0807193
0.009925,	37.7707,	35.9841,	0.800548,	-0.00751489,	3.86287,	-0.0363078,	-13.9846,	-0.177957,	-13.8238,	0.141649,	-0.160762
0.00995,	37.7707,	35.9841,	0.800548,	-0.00751489,	3.86287,	-0.0363078,	-13.9846,	-0.177957,	-13.8238,	0.141649,	-0.160762
0.009975,	29.2426,	35.9432,	0.802223,	-2.04583e-07,	4.33674,	0.0644398,	-5.97891,	-0.075305,	-5.73336,	0.139745,	-0.245547
0.01,	29.2426,	35.9432,	0.802223,	-2.04583e-07,	4.33674,	0.0644398,	-5.97891,	-0.075305,	-5.73336,	0.139745,	-0.245547
0.010025,	30.7689,	35.8939,	0.803723,	0.00749765,	3.86386,	0.169838,	3.32456,	0.0317693,	3.6402,	0.138069,	-0.315641
0.01005,	30.7689,	35.8939,	0.803723,	0.00749765,	3.86386,	0.169838,	3.32456,	0.0317693,	3.6402,	0.138069,	-0.315641
0.010075,	40.052,	35.8829,	0.805494,	0.0133563,	2.54882,	0.263009,	11.8967,	0.126215,	12.2516,	0.136793,	-0.354835
0.0101,	40.052,	35.8829,	0.805494,	0.0133563,	2.54882,	0.263009,	11.8967,	0.126215,	12.2516,	0.136793,	-0.354835
0.010125,	48.3186,	35.9268,	0.807703,	0.0163253,	0.678347,	0.318233,	17.8686,	0.182236,	18.2223,	0.135998,	-0.353673
0.01015,	48.3186,	35.9268,	0.807703,	0.0163253,	0.678347,	0.318233,	17.8686,	0.182236,	18.2223,	0.135998,	-0.353673
0.010175,	47.7273,	35.9931,	0.810104,	0.0157483,	-1.33983,	0.318583,	19.9387,	0.182942,	20.2502,	0.135642,	-0.311515
0.0102,	47.7273,	35.9931,	0.810104,	0.0157483,	-1.33983,	0.318583,	19.9387,	0.182942,	20.2502,	0.135642,	-0.311515
0.010225,	39.5131,	36.0279,	0.812285,	0.0117198,	-3.0658,	0.271295,	17.6557,	0.135703,	17.8924,	0.135592,	-0.236678
0.01025,	39.5131,	36.0279,	0.812285,	0.0117198,	-3.0658,	0.271295,	17.6557,	0.135703,	17.8924,	0.135592,	-0.236678
0.010275,	31.3771,	36.0115,	0.814057,	0.00511933,	-4.1234,	0.196644,	11.5168,	0.0609744,	11.6614,	0.13567,	-0.14462
0.0103,	31.3771,	36.0115,	0.814057,	0.00511933,	-4.1234,	0.196644,	11.5168,	0.0609744,	11.6614,	0.13567,	-0.14462
0.010325,	29.8186,	35.97,	0.815587,	-0.00258834,	-4.28215,	0.109679,	2.85987,	-0.0260099,	2.91445,	0.135689,	-0.0545774
0.01035,	29.8186,	35.97,	0.815587,	-0.00258834,	-4.28215,	0.109679,	2.85987,	-0.0260099,	2.91445,	0.135689,	-0.0545774
0.010375,	36.4195,	35.9455,	0.817243,	-0.00971902,	-3.50747,	0.0224314,	-6.42785,	-0.113045,	-6.44248,	0.135476,	0.0146359
0.0104,	36.4195,	35.9455,	0.817243,	-0.00971902,	-3.50747,	0.0224314,	-6.42785,	-0.113045,	-6.44248,	0.135476,	0.0146359
0.010425,	46.4502,	35.969,	0.819315,	-0.0147423,	-1.96826,	-0.0458841,	-14.3215,	-0.180799,	-14.3702,	0.134915,	0.0487249
0.01045,	46.4502,	35.969,	0.819315,	-0.0147423,	-1.96826,	-0.0458841,	-14.3215,	-0.180799,	-14.3702,	0.134915,	0.0487249
0.010475,	51.4772,	36.0351,	0.821763,	-0.0165813,	-5.46779e-05,	-0.0741806,	-19.1002,	-0.20816,	-19.1412,	0.13398,	0.0410328
0.0105,	51.4772,	36.0351,	0.821763,	-0.0165813,	-5.46779e-05,	-0.0741806,	-19.1002,	-0.20816,	-19.1412,	0.13398,	0.0410328
0.010525,	47.4278,	36.1002,	0.824236,	-0.0147999,	1.96868,	-0.0574055,	-19.7215,	-0.190145,	-19.7155,	0.132739,	-0.00600736
0.01055,	47.4278,	36.1002,	0.824236,	-0.0147999,	1.96868,	-0.0574055,	-19.7215,	-0.190145,	-19.7155,	0.132739,	-0.00600736
0.010575,	38.3591,	36.1222,	0.82638,	-0.00976885,	3.50808,	-0.0104637,	-16.0423,	-0.141782,	-15.9609,	0.131318,	-0.0813869
0.0106,	38.3591,	36.1222,	0.82638,	-0.00976885,	3.50808,	-0.0104637,	-16.0423,	-0.141782,	-15.9609,	0.131318,	-0.0813869
0.010625,	30.9032,	36.0991,	0.828112,	-0.00259823,	4.28267,	0.0487394,	-8.87677,	-0.081115,	-8.70882,	0.129854,	-0.167948
0.01065,	30.9032,	36.0991,	0.828112,	-0.00259823,	4.28267,	0.0487394,	-8.87677,	-0.081115,	-8.70882,	0.129854,	-0.167948
0.010675,	29,	36.058,	0.82961,	0.00512601,	4.12368,	0.11125,	0.219097,	-0.017232,	0.465206,	0.128482,	-0.246109
0.0107,	29,	36.058,	0.82961,	0.00512601,	4.12368,	0.11125,	0.219097,	-0.017232,	0.465206,	0.128482,	-0.246109
0.010725,	32.7144,	36.0296,	0.831152,	0.0117201,	3.06585,	0.169443,	9.263,	0.0421295,	9.56114,	0.127313,	-0.298134
0.01075,	32.7144,	36.0296,	0.831152,	0.0117201,	3.06585,	0.169443,	9.263,	0.0421295,	9.56114,	0.127313,	-0.298134
0.010775,	37.9962,	36.0316,	0.83292,	0.015764,	1.33981,	0.210152,	16.2837,	0.0837368,	16.5957,	0.126415,	-0.312
0.0108,	37.9962,	36.0316,	0.83292,	0.015764,	1.33981,	0.210152,	16.2837,	0.0837368,	16.5957,	0.126415,	-0.312
0.010825,	39.5451,	36.0553,	0.834859,	0.0163817,	-0.678191,	0.221051,	19.751,	0.0952638,	20.035,	0.125787,	-0.284012
0.01085,	39.5451,	36.0553,	0.834859,	0.0163817,	-0.678191,	0.221051,	19.751,	0.0952638,	20.035,	0.125787,	-0.284012
0.010875,	36.1766,	36.0713,	0.836752,	0.0134241,	-2.54829,	0.202049,	18.909,	0.0766797,	19.1286,	0.12537,	-0.219616
0.0109,	36.1766,	36.0713,	0.836752,	0.0134241,	-2.54829,	0.202049,	18.909,	0.0766797,	19.1286,	0.12537,	-0.219616
0.010925,	31.5036,	36.0605,	0.838444,	0.00753085,	-3.86286,	0.164109,	13.941,	0.0390418,	14.0732,	0.125067,	-0.132206
0.01095,	31.5036,	36.0605,	0.838444,	0.00753085,	-3.86286,	0.164109,	13.941,	0.0390418,	14.0732,	0.125067,	-0.132206
0.010975,	29.6326,	36.0307,	0.839972,	2.1496e-07,	-4.33674,	0.117792,	5.92948,	-0.00698452,	5.96969,	0.124776,	-0.0402094
0.011,	29.6326,	36.0307,	0.839972,	2.1496e-07,	-4.33674,	0.117792,	5.92948,	-0.00698452,	5.96969,	0.124776,	-0.0402094
0.011025,	32.2417,	36.0044,	0.841519,	-0.00752073,	-3.86386,	0.0700966,	-3.3814,	-0.0543037,	-3.41833,	0.1244,	0.0369261
0.01105,	32.2417,	36.0044,	0.841519,	-0.00752073,	-3.86386,	0.0700966,	-3.3814,	-0.0543037,	-3.41833,	0.1244,	0.0369261
0.011075,	37.6701,	36.0013,	0.843267,	-0.0134004,	-2.54883,	0.0300593,	-11.9603,	-0.093807,	-12.0433,	0.123866,	0.0829773
0.0111,	37.6701,	36.0013,	0.843267,	-0.0134004,	-2.54883,	0.0300593,	-11.9603,	-0.093807,	-12.0433,	0.123866,	0.0829773
0.011125,	41.5942,	36.0246,	0.845248,	-0.0163698,	-0.678351,	0.0089426,	-17.9364,	-0.114204,	-18.0249,	0.123147,	0.0884825
0.01115,	41.5942,	36.0246,	0.845248,	-0.0163698,	-0.678351,	0.0089426,	-17.9364,	-0.114204,	-18.0249,	0.123147,	0.0884825
0.011175,	40.8241,	36.0551,	0.847309,	-0.0157754,	1.33982,	0.0115881,	-20.0067,	-0.110676,	-20.0595,	0.122264,	0.0528048
0.0112,	40.8241,	36.0551,	0.847309,	-0.0157754,	1.33982,	0.0115881,	-20.0067,	-0.110676,	-20.0595,	0.122264,	0.0528048
0.011225,	36.4538,	36.0675,	0.849241,	-0.0117326,	3.0658,	0.0311699,	-17.7195,	-0.0901053,	-17.7038,	0.121275,	-0.0157279
0.01125,	36.4538,	36.0675,	0.849241,	-0.0117326,	3.0658,	0.0311699,	-17.7195,	-0.0901053,	-17.7038,	0.121275,	-0.0157279
0.011275,	31.8039,	36.0541,	0.850947,	-0.0051254,	4.1234,	0.056746,	-11.5685,	-0.0634964,	-11.4668,	0.120242,	-0.101629
0.0113,	31.8039,	36.0541,	0.850947,	-0.0051254,	4.1234,	0.056746,	-11.5685,	-0.0634964,	-11.4668,	0.120242,	-0.101629
0.011325,	29.1168,	36.0254,	0.85247,	0.00259232,	4.28215,	0.0820175,	-2.9062,	-0.0372055,	-2.72055,	0.119223,	-0.185652
0.01135,	29.1168,	36.0254,	0.85247,	0.00259232,	4.28215,	0.0820175,	-2.9062,	-0.0372055,	-2.72055,	0.119223,	-0.185652
0.011375,	28.8886,	35.9948,	0.85392,	0.00973234,	3.50747,	0.104716,	6.38531,	-0.0135478,	6.63429,	0.118264,	-0.248974
0.0114,	28.8886,	35.9948,	0.85392,	0.00973234,	3.50747,	0.104716,	6.38531,	-0.0135478,	6.63429,	0.118264,	-0.248974
0.011425,	30.1331,	35.9718,	0.855396,	0.0147435,	1.96827,	0.12168,	14.2814,	0.00428417,	14.5587,	0.117396,	-0.277298
0.01145,	30.1331,	35.9718,	0.855396,	0.0147435,	1.96827,	0.12168,	14.2814,	0.00428417,	14.5587,	0.117396,	-0.277298
0.011475,	31.0371,	35.9577,	0.856925,	0.0165457,	5.77788e-05,	0.128977,	19.0609,	0.0123487,	19.3248,	0.116628,	-0.263964
0.0115,	31.0371,	35.9577,	0.856925,	0.0165457,	5.77788e-05,	0.128977,	19.0609,	0.0123487,	19.3248,	0.116628,	-0.263964
0.011525,	30.6548,	35.9453,	0.858468,	0.0147364,	-1.96868,	0.125719,	19.682,	0.009773,	19.8934,	0.115946,	-0.211406
0.01155,	30.6548,	35.9453,	0.858468,	0.0147364,	-1.96868,	0.125719,	19.682,	0.009773,	19.8934,	0.115946,	-0.211406
0.011575,	29.7392,	35.9274,	0.859977,	0.00971618,	-3.50808,	0.115385,	16.0085,	6.16536e-05,	16.1391,	0.115323,	-0.130623
0.0116,	29.7392,	35.9274,	0.859977,	0.00971618,	-3.50808,	0.115385,	16.0085,	6.16536e-05,	16.1391,	0.115323,	-0.130623
0.011625,	29.5343,	35.905,	0.861459,	0.00258428,	-4.28267,	0.102581,	8.84078,	-0.0121478,	8.87955,	0.114729,	-0.0387782
0.01165,	29.5343,	35.905,	0.861459,	0.00258428,	-4.28267,	0.102581,	8.84078,	-0.0121478,	8.87955,	0.114729,	-0.0387782
0.011675,	30.5068,	35.8844,	0.86296,	-0.00510131,	-4.12368,	0.0905315,	-0.258422,	-0.0236064,	-0.302964,	0.114138,	0.0445416
0.0117,	30.5068,	35.8844,	0.86296,	-0.00510131,	-4.12368,	0.0905315,	-0.258422,	-0.0236064,	-0.302964,	0.114138,	0.0445416
0.011725,	32.1111,	35.8708,	0.864526,	-0.0116685,	-3.06586,	0.081799,	-9.30557,	-0.0317345,	-9.40716,	0.113534,	0.101594
0.01175,	32.1111,	35.8708,	0.864526,	-0.0116685,	-3.06586,	0.081799,	-9.30557,	-0.0317345,	-9.40716,	0.113534,	0.101594
0.011775,	33.2097,	35.8643,	0.866159,	-0.0156909,	-1.33981,	0.078455,	-16.3285,	-0.0344563,	-16.4488,	0.112911,	0.120352
0.0118,	33.2097,	35.8643,	0.866159,	-0.0156909,	-1.33981,	0.078455,	-16.3285,	-0.0344563,	-16.4488,	0.112911,	0.120352
0.011825,	33.1116,	35.8597,	0.867817,	-0.0162928,	0.678187,	0.0801153,	-19.7961,	-0.032162,	-19.8932,	0.112277,	0.0971224
0.01185,	33.1116,	35.8597,	0.867817,	-0.0162928,	0.678187,	0.0801153,	-19.7961,	-0.032162,	-19.8932,	0.112277,	0.0971224
0.011875,	32.2034,	35.8507,	0.86945,	-0.013342,	2.54828,	0.0830765,	-18.9522,	-0.0285635,	-18.9896,	0.11164,	0.0373565
0.0119,	32.2034,	35.8507,	0.86945,	-0.013342,	2.54828,	0.0830765,	-18.9522,	-0.0285635,	-18.9896,	0.11164,	0.0373565
0.011925,	31.1137,	35.8363,	0.871033,	-0.00748404,	3.86286,	0.0829043,	-13.9803,	-0.0280962,	-13.9347,	0.111001,	-0.0455408
0.01195,	31.1137,	35.8363,	0.871033,	-0.00748404,	3.86286,	0.0829043,	-13.9803,	-0.0280962,	-13.9347,	0.111001,	-0.0455408
0.011975,	29.7673,	35.8179,	0.872555,	-2.27408e-07,	4.33674,	0.0774512,	-5.96355,	-0.0328982,	-5.83042,	0.110349,	-0.13313
0.012,	29.7673,	35.8179,	0.872555,	-2.27408e-07,	4.33674,	0.0774512,	-5.96355,	-0.0328982,	-5.83042,	0.110349,	-0.13313
0.012025,	27.7389,	35.7945,	0.873992,	0.00747686,	3.86386,	0.0674512,	3.35308,	-0.0422175,	3.55904,	0.109669,	-0.205953
0.01205,	27.7389,	35.7945,	0.873992,	0.00747686,	3.86386,	0.0674512,	3.35308,	-0.0422175,	3.55904,	0.109669,	-0.205953
0.012075,	25.2391,	35.7625,	0.875317,	0.0133115,	2.54883,	0.0561056,	11.9331,	-0.0528338,	12.1809,	0.108939,	-0.247784
0.0121,	25.2391,	35.7625,	0.875317,	0.0133115,	2.54883,	0.0561056,	11.9331,	-0.0528338,	12.1809,	0.108939,	-0.247784
0.012125,	23.519,	35.7212,	0.876536,	0.0162319,	0.678353,	0.0485182,	17.9088,	-0.0596337,	18.1579,	0.108152,	-0.249162
0.01215,	23.519,	35.7212,	0.876536,	0.0162319,	0.678353,	0.0485182,	17.9088,	-0.0596337,	18.1579,	0.108152,	-0.249162
0.012175,	23.8075,	35.6773,	0.877719,	0.0156101,	-1.33982,	0.0483923,	19.9782,	-0.0589203,	20.1877,	0.107313,	-0.209452
0.0122,	23.8075,	35.6773,	0.877719,	0.0156101,	-1.33982,	0.0483923,	19.9782,	-0.0589203,	20.1877,	0.107313,	-0.209452
0.012225,	25.9393,	35.6411,	0.878962,	0.011594,	-3.0658,	0.055871,	17.6914,	-0.0505719,	17.8284,	0.106443,	-0.136982
0.01225,	25.9393,	35.6411,	0.878962,	0.011594,	-3.0658,	0.055871,	17.6914,	-0.0505719,	17.8284,	0.106443,	-0.136982
0.012275,	28.5241,	35.6178,	0.880324,	0.00506338,	-4.1234,	0.0691738,	11.5472,	-0.0364005,	11.5944,	0.105574,	-0.0472245
0.0123,	28.5241,	35.6178,	0.880324,	0.00506338,	-4.1234,	0.0691738,	11.5472,	-0.0364005,	11.5944,	0.105574,	-0.0472245
0.012325,	30.0002,	35.6042,	0.881787,	-0.002562,	-4.28215,	0.0873088,	2.88503,	-0.0174364,	2.84446,	0.104745,	0.0405751
0.01235,	30.0002,	35.6042,	0.881787,	-0.002562,	-4.28215,	0.0873088,	2.88503,	-0.0174364,	2.84446,	0.104745,	0.0405751
0.012375,	29.3986,	35.5915,	0.883272,	-0.00962329,	-3.50748,	0.109041,	-6.40683,	0.00504377,	-6.51442,	0.103998,	0.107592
0.0124,	29.3986,	35.5915,	0.883272,	-0.00962329,	-3.50748,	0.109041,	-6.40683,	0.00504377,	-6.51442,	0.103998,	0.107592
0.012425,	27.22,	35.5702,	0.884688,	-0.0145789,	-1.96827,	0.129797,	-14.303,	0.0264288,	-14.4425,	0.103368,	0.139527
0.01245,	27.22,	35.5702,	0.884688,	-0.0145789,	-1.96827,	0.129797,	-14.303,	0.0264288,	-14.4425,	0.103368,	0.139527
0.012475,	25.5813,	35.5368,	0.886008,	-0.016352,	-6.08717e-05,	0.14184,	-19.0821,	0.038968,	-19.2118,	0.102872,	0.129724
0.0125,	25.5813,	35.5368,	0.886008,	-0.016352,	-6.08717e-05,	0.14184,	-19.0821,	0.038968,	-19.2118,	0.102872,	0.129724
0.012525,	26.2306,	35.5002,	0.887303,	-0.014554,	1.96868,	0.139242,	-19.7024,	0.0367491,	-19.783,	0.102493,	0.0806167
0.01255,	26.2306,	35.5002,	0.887303,	-0.014554,	1.96868,	0.139242,	-19.7024,	0.0367491,	-19.783,	0.102493,	0.0806167
0.012575,	28.4727,	35.4733,	0.888671,	-0.00959337,	3.50808,	0.121721,	-16.0275,	0.0195348,	-16.0307,	0.102186,	0.00320668
0.0126,	28.4727,	35.4733,	0.888671,	-0.00959337,	3.50808,	0.121721,	-16.0275,	0.0195348,	-16.0307,	0.102186,	0.00320668
0.012625,	29.8451,	35.4588,	0.890128,	-0.00255217,	4.28267,	0.0922108,	-8.85836,	-0.00967586,	-8.77302,	0.101887,	-0.0853399
0.01265,	29.8451,	35.4588,	0.890128,	-0.00255217,	4.28267,	0.0922108,	-8.85836,	-0.00967586,	-8.77302,	0.101887,	-0.0853399
0.012675,	28.1374,	35.4458,	0.891578,	0.00503895,	4.12368,	0.0541761,	0.242314,	-0.0473404,	0.407747,	0.101517,	-0.165433
0.0127,	28.1374,	35.4458,	0.891578,	0.00503895,	4.12368,	0.0541761,	0.242314,	-0.0473404,	0.407747,	0.101517,	-0.165433
0.012725,	23.1893,	35.4172,	0.892861,	0.0115209,	3.06586,	0.0142298,	9.29077,	-0.0867724,	9.5101,	0.101002,	-0.219327
0.01275,	23.1893,	35.4172,	0.892861,	0.0115209,	3.06586,	0.0142298,	9.29077,	-0.0867724,	9.5101,	0.101002,	-0.219327
0.012775,	17.9926,	35.3625,	0.893891,	0.0154713,	1.33982,	-0.015708,	16.3146,	-0.116005,	16.5496,	0.100297,	-0.234994
0.0128,	17.9926,	35.3625,	0.893891,	0.0154713,	1.33982,	-0.015708,	16.3146,	-0.116005,	16.5496,	0.100297,	-0.234994
0.012825,	16.7245,	35.2908,	0.894759,	0.0160344,	-0.678185,	-0.0241747,	19.7826,	-0.123576,	19.9914,	0.0994013,	-0.208741
0.01285,	16.7245,	35.2908,	0.894759,	0.0160344,	-0.678185,	-0.0241747,	19.7826,	-0.123576,	19.9914,	0.0994013,	-0.208741
0.012875,	20.4033,	35.2285,	0.895687,	0.0131105,	-2.54828,	-0.00917339,	18.9388,	-0.107538,	19.0848,	0.0983647,	-0.146019
0.0129,	20.4033,	35.2285,	0.895687,	0.0131105,	-2.54828,	-0.00917339,	18.9388,	-0.107538,	19.0848,	0.0983647,	-0.146019
0.012925,	26.0022,	35.1943,	0.896847,	0.00734998,	-3.86286,	0.0226388,	13.967,	-0.0746271,	14.0272,	0.0972659,	-0.0602318
0.01295,	26.0022,	35.1943,	0.896847,	0.00734998,	-3.86286,	0.0226388,	13.967,	-0.0746271,	14.0272,	0.0972659,	-0.0602318
0.012975,	29.5785,	35.1841,	0.898237,	2.33031e-07,	-4.33674,	0.0650043,	5.9509,	-0.0311941,	5.92072,	0.0961985,	0.0301816
0.013,	29.5785,	35.1841,	0.898237,	2.33031e-07,	-4.33674,	0.0650043,	5.9509,	-0.0311941,	5.92072,	0.0961985,	0.0301816
0.013025,	28.683,	35.1784,	0.899693,	-0.00734817,	-3.86387,	0.1139,	-3.36352,	0.0186393,	-3.46928,	0.0952608,	0.105767
0.01305,	28.683,	35.1784,	0.899693,	-0.00734817,	-3.86387,	0.1139,	-3.36352,	0.0186393,	-3.46928,	0.0952608,	0.105767
0.013075,	23.8771,	35.1551,	0.901007,	-0.0130854,	-2.54883,	0.161108,	-11.9411,	0.066569,	-12.0914,	0.094539,	0.150304
0.0131,	23.8771,	35.1551,	0.901007,	-0.0130854,	-2.54883,	0.161108,	-11.9411,	0.066569,	-12.0914,	0.094539,	0.150304
0.013125,	19.3227,	35.1038,	0.902087,	-0.0159514,	-0.678357,	0.192054,	-17.9147,	0.0979756,	-18.069,	0.0940782,	0.154336
0.01315,	19.3227,	35.1038,	0.902087,	-0.0159514,	-0.678357,	0.192054,	-17.9147,	0.0979756,	-18.069,	0.0940782,	0.154336
0.013175,	19.3953,	35.0393,	0.903055,	-0.015331,	1.33982,	0.194654,	-19.9833,	0.100793,	-20.1005,	0.0938616,	0.117229
0.0132,	19.3953,	35.0393,	0.903055,	-0.015331,	1.33982,	0.194654,	-19.9833,	0.100793,	-20.1005,	0.0938616,	0.117229
0.013225,	23.9159,	34.9905,	0.904138,	-0.0113823,	3.0658,	0.168649,	-17.6963,	0.0748331,	-17.7436,	0.0938156,	0.047309
0.01325,	23.9159,	34.9905,	0.904138,	-0.0113823,	3.0658,	0.168649,	-17.6963,	0.0748331,	-17.7436,	0.0938156,	0.047309
0.013275,	28.5855,	34.9709,	0.90545,	-0.00497143,	4.1234,	0.12186,	-11.5526,	0.0280297,	-11.5126,	0.0938304,	-0.0399524
0.0133,	28.5855,	34.9709,	0.90545,	-0.00497143,	4.1234,	0.12186,	-11.5526,	0.0280297,	-11.5126,	0.0938304,	-0.0399524
0.013325,	28.9635,	34.9664,	0.906889,	0.00251609,	4.28215,	0.0613753,	-2.89142,	-0.0324029,	-2.76611,	0.0937781,	-0.125311
0.01335,	28.9635,	34.9664,	0.906889,	0.00251609,	4.28215,	0.0613753,	-2.89142,	-0.0324029,	-2.76611,	0.0937781,	-0.125311
0.013375,	23.3898,	34.9488,	0.908198,	0.0094495,	3.50748,	-0.00469446,	6.39911,	-0.0982255,	6.58906,	0.0935311,	-0.189947
0.0134,	23.3898,	34.9488,	0.908198,	0.0094495,	3.50748,	-0.00469446,	6.39911,	-0.0982255,	6.58906,	0.0935311,	-0.189947
0.013425,	15.0097,	34.8941,	0.909158,	0.0143018,	1.96827,	-0.0605431,	14.294,	-0.153537,	14.5135,	0.0929937,	-0.219561
0.01345,	15.0097,	34.8941,	0.909158,	0.0143018,	1.96827,	-0.0605431,	14.294,	-0.153537,	14.5135,	0.0929937,	-0.219561
0.013475,	10.5241,	34.804,	0.909796,	0.0160148,	6.39726e-05,	-0.0866795,	19.0722,	-0.178819,	19.2797,	0.0921397,	-0.207499
0.0135,	10.5241,	34.804,	0.909796,	0.0160148,	6.39726e-05,	-0.0866795,	19.0722,	-0.178819,	19.2797,	0.0921397,	-0.207499
0.013525,	13.7852,	34.7131,	0.910404,	0.0142313,	-1.96867,	-0.0746269,	19.6924,	-0.16565,	19.8486,	0.0910231,	-0.156195
0.01355,	13.7852,	34.7131,	0.910404,	0.0142313,	-1.96867,	-0.0746269,	19.6924,	-0.16565,	19.8486,	0.0910231,	-0.156195
0.013575,	21.7728,	34.6584,	0.911293,	0.009373,	-3.50808,	-0.0323601,	16.0185,	-0.122115,	16.0951,	0.0897549,	-0.0766463
0.0136,	21.7728,	34.6584,	0.911293,	0.009373,	-3.50808,	-0.0323601,	16.0185,	-0.122115,	16.0951,	0.0897549,	-0.0766463
0.013625,	28.3518,	34.6446,	0.912546,	0.00249358,	-4.28267,	0.0281115,	8.85138,	-0.0603619,	8.83739,	0.0884734,	0.0139854
0.01365,	28.3518,	34.6446,	0.912546,	0.00249358,	-4.28267,	0.0281115,	8.85138,	-0.0603619,	8.83739,	0.0884734,	0.0139854
0.013675,	28.9504,	34.6467,	0.913979,	-0.00492534,	-4.12368,	0.0995098,	-0.246361,	0.0121829,	-0.342477,	0.087327,	0.0961159
0.0137,	28.9504,	34.6467,	0.913979,	-0.00492534,	-4.12368,	0.0995098,	-0.246361,	0.0121829,	-0.342477,	0.087327,	0.0961159
0.013725,	22.9339,	34.6309,	0.915276,	-0.0112651,	-3.06586,	0.172176,	-9.29158,	0.0857231,	-9.44359,	0.0864533,	0.152008
0.01375,	22.9339,	34.6309,	0.915276,	-0.0112651,	-3.06586,	0.172176,	-9.29158,	0.0857231,	-9.44359,	0.0864533,	0.152008
0.013775,	15.1281,	34.5743,	0.916227,	-0.0151265,	-1.33982,	0.227096,	-16.3126,	0.141154,	-16.4823,	0.0859413,	0.169637
0.0138,	15.1281,	34.5743,	0.916227,	-0.0151265,	-1.33982,	0.227096,	-16.3126,	0.141154,	-16.4823,	0.0859413,	0.169637
0.013825,	12.7313,	34.4874,	0.916924,	-0.0156694,	0.678181,	0.244331,	-19.779,	0.158536,	-19.9244,	0.0857951,	0.145313
0.01385,	12.7313,	34.4874,	0.916924,	-0.0156694,	0.678181,	0.244331,	-19.779,	0.158536,	-19.9244,	0.0857951,	0.145313
0.013875,	17.8685,	34.4113,	0.917689,	-0.0128063,	2.54828,	0.219014,	-18.9351,	0.133083,	-19.0196,	0.0859316,	0.0844854
0.0139,	17.8685,	34.4113,	0.917689,	-0.0128063,	2.54828,	0.219014,	-18.9351,	0.133083,	-19.0196,	0.0859316,	0.0844854
0.013925,	25.6024,	34.3766,	0.918775,	-0.00717922,	3.86286,	0.161805,	-13.9649,	0.075595,	-13.9654,	0.0862097,	0.000555798
0.01395,	25.6024,	34.3766,	0.918775,	-0.00717922,	3.86286,	0.161805,	-13.9649,	0.075595,	-13.9654,	0.0862097,	0.000555798
0.013975,	29.2251,	34.3748,	0.920146,	-2.40866e-07,	4.33674,	0.0845289,	-5.95163,	-0.00193105,	-5.86358,	0.08646,	-0.0880444
0.014,	29.2251,	34.3748,	0.920146,	-2.40866e-07,	4.33674,	0.0845289,	-5.95163,	-0.00193105,	-5.86358,	0.08646,	-0.0880444
0.014025,	24.9043,	34.3707,	0.921499,	0.00717944,	3.86387,	-0.0034256,	3.36029,	-0.0899318,	3.52216,	0.0865062,	-0.161866
0.01405,	24.9043,	34.3707,	0.921499,	0.00717944,	3.86387,	-0.0034256,	3.36029,	-0.0899318,	3.52216,	0.0865062,	-0.161866
0.014075,	14.5371,	34.3267,	0.922485,	0.012777,	2.54883,	-0.0852389,	11.9396,	-0.171439,	12.1443,	0.0862005,	-0.204683
0.0141,	14.5371,	34.3267,	0.922485,	0.012777,	2.54883,	-0.0852389,	11.9396,	-0.171439,	12.1443,	0.0862005,	-0.204683
0.014125,	6.10305,	34.2303,	0.923001,	0.0155544,	0.678359,	-0.135323,	17.9154,	-0.220796,	18.1224,	0.085473,	-0.207035
